seconds_since_midnight,distance_m,signal_mean_pct,signal_std_pct,rx_link_rate_mean,tx_link_rate_mean,rtt_mean_ms,rtt_std_ms,jitter_ms,packet_loss_pct,throughput_down_mbps
33140,15,39.0,2.860387768,1.083333333,13.54166667,952.1111111,928.6345412,768.75,0.0,0.104817843
33156,15,35.25,1.356801051,1.0,6.5,,,,,0.0
33209,15,38.5,2.8123106,1.916666667,22.20833333,1032.25,929.0304854,579.7142857,20.0,0.104811483
33231,15,35.5,2.50454133,1.333333333,9.208333333,605.4,342.1741597,466.1111111,0.0,0.104850764
33246,15,33.75,1.356801051,1.0,8.125,408.9,592.9269114,522.7777778,0.0,0.104801741
33261,15,35.25,1.356801051,1.0,6.5,358.9,343.4887836,385.6666667,0.0,0.104768662
33276,15,39.75,1.356801051,1.0,11.91666667,53.8,33.30265255,33.88888889,0.0,0.0
33291,15,37.0,2.335496832,1.0,6.5,208.4444444,330.2223157,141.25,10.0,0.10473732
33306,15,39.0,0.0,1.5,10.83333333,116.7,143.1052837,187.1111111,0.0,0.0
33321,15,37.0,2.954195784,1.791666667,7.583333333,391.8,634.2251265,281.7777778,0.0,0.104760079
33337,15,35.0,2.335496832,1.0,6.5,511.3,410.8460241,473.6666667,0.0,0.104845218
33352,15,35.75,2.701009912,1.0,6.5,569.4,300.9020512,166.8888889,0.0,0.104749436
33367,15,36.0,0.0,1.0,6.5,1387.8,1078.562809,1053.777778,0.0,0.0
33385,15,39.5,1.732050808,1.0,6.5,426.5,233.2605839,232.3333333,0.0,0.104824056
33400,15,37.5,2.393172106,1.0,6.5,383.1,304.0509643,390.1111111,0.0,0.104727696
33415,15,35.25,1.356801051,1.0,6.5,1577.1,1092.544375,1182.0,0.0,0.104818492
33436,15,34.0,1.477097892,1.0,10.29166667,290.5,315.4299535,262.2222222,0.0,0.105660079
33451,15,32.0,3.21926022,1.0,13.0,300.0,270.4366839,228.7777778,0.0,0.209592253
33466,15,31.75,5.344921124,1.0,10.29166667,,,,,0.0
33506,15,33.75,1.356801051,1.083333333,6.5,674.3,648.3560493,632.1111111,0.0,0.0
33521,15,29.25,3.646293261,1.0,6.5,729.9,804.5869126,1018.0,0.0,0.0
33536,15,33.75,1.356801051,1.0,6.5,202.0,188.1488772,192.25,10.0,0.0
33552,15,33.5,1.167748416,1.0,6.5,647.9,490.0996384,668.0,0.0,0.104793016
33584,15,33.25,2.00567377,1.0,6.5,122.3,105.9392384,139.3333333,0.0,0.0
33608,15,34.75,1.544785952,1.0,6.5,459.9,542.296649,450.7777778,0.0,0.104711005
33645,15,34.0,1.477097892,1.0,7.041666667,576.7,358.2249604,375.1111111,0.0,0.0
33671,15,34.0,1.477097892,1.0,6.5,485.7,481.1562578,464.8888889,0.0,0.104700842
33701,15,33.5,2.50454133,1.0,7.583333333,192.4,173.6332022,253.4444444,0.0,0.0
33730,15,33.25,0.866025404,1.0,6.5,340.1,256.8793275,287.5555556,0.0,0.0
