observation_id,timestamp,session_id,location_id,time_of_day,signal_mean,signal_std,rx_link_rate_mean,tx_link_rate_mean,rtt_mean_ms,rtt_std_ms,jitter_ms,packet_loss_pct,throughput_down_mbps
O023,2026-09-06T19:05:01,D6_2_AFTERNOON,2,afternoon,33,0,1,8.125,411.6,485.7848632,596.2222222,0,0.10473732
O024,2026-09-06T19:05:27,D6_2_AFTERNOON,2,afternoon,33,0,1,6.5,1014.888889,780.7895754,1090.625,10,0
O025,2026-09-06T19:06:02,D6_2_AFTERNOON,2,afternoon,33.5,1.167748416,1,6.5,933,1118.334029,801.625,10,0
O026,2026-09-06T19:06:37,D6_2_AFTERNOON,2,afternoon,33.25,2.378884383,1,7.583333333,108.8888889,61.65112417,55.5,10,0
O027,2026-09-06T19:07:03,D6_2_AFTERNOON,2,afternoon,30.5,1.732050808,1.083333333,6.5,192.8888889,208.6560833,196,10,0
O028,2026-09-06T19:07:37,D6_2_AFTERNOON,2,afternoon,33,0,1,6.5,207.9,231.1644196,313,0,0
O029,2026-09-06T19:08:08,D6_2_AFTERNOON,2,afternoon,33.5,1.167748416,1,6.5,262.4,339.933719,250.4444444,0,0
O030,2026-09-06T19:08:34,D6_2_AFTERNOON,2,afternoon,33.46153846,1.664100589,1,6.5,285.6,553.0353013,485.4444444,0,0.104856142
O001,2026-09-06T19:12:55,D6_3_AFTERNOON,3,afternoon,89.66666667,0.492365964,144.4,144.4,1.9,1.852925615,1.666666667,0,87.54271947
O002,2026-09-06T19:13:17,D6_3_AFTERNOON,3,afternoon,89,0,144.4,144.4,2.4,2.221110833,2,0,89.40053114
O003,2026-09-06T19:13:38,D6_3_AFTERNOON,3,afternoon,89,0,144.4,144.4,1.1,0.316227766,0.222222222,0,81.18219948
O004,2026-09-06T19:13:59,D6_3_AFTERNOON,3,afternoon,89,0,144.4,144.4,3.333333333,4.5,4.25,10,86.82265902
O005,2026-09-06T19:14:25,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,1.8,1.316561177,1.111111111,0,94.00915332
O006,2026-09-06T19:14:46,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,2,1.56347192,1.777777778,0,92.83050678
O007,2026-09-06T19:15:08,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,2.444444444,4.333333333,3.25,10,88.48346266
O008,2026-09-06T19:15:33,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,1.2,0.421637021,0.444444444,0,87.63204964
O009,2026-09-06T19:15:54,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,2.4,2.796823595,1.777777778,0,86.52055334
O010,2026-09-06T19:16:16,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,1.4,0.966091783,0.888888889,0,93.50135288
O011,2026-09-06T19:16:37,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,1.666666667,1.118033989,1,10,92.14838747
O012,2026-09-06T19:17:02,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,1.1,0.316227766,0.111111111,0,90.34398547
O013,2026-09-06T19:17:24,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,2.4,2.836272985,2.111111111,0,88.1750484
O014,2026-09-06T19:17:45,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,1.7,1.33749351,0.888888889,0,92.00871867
O015,2026-09-06T19:18:06,D6_3_AFTERNOON,3,afternoon,89.81818182,2.358736179,144.4,144.4,4.4,4.857983121,4.444444444,0,87.48265431
O016,2026-09-06T19:18:28,D6_3_AFTERNOON,3,afternoon,89.75,0.866025404,144.4,144.4,3.7,5.61842208,5.333333333,0,78.73979761
O017,2026-09-06T19:18:49,D6_3_AFTERNOON,3,afternoon,87,0,144.4,144.4,5.5,8.058811602,6.111111111,0,75.58194515
O018,2026-09-06T19:19:11,D6_3_AFTERNOON,3,afternoon,91,0,144.4,144.4,1.5,0.849836586,1.111111111,0,90.72592645
O019,2026-09-06T19:19:32,D6_3_AFTERNOON,3,afternoon,89,2.088931871,144.4,144.4,3.3,3.683295626,2.222222222,0,81.3890676
O020,2026-09-06T19:19:54,D6_3_AFTERNOON,3,afternoon,87,0,144.4,144.4,1.5,0.849836586,0.888888889,0,81.57471134
O021,2026-09-06T19:20:15,D6_3_AFTERNOON,3,afternoon,87,0,144.4,144.4,3.8,5.181162461,3,0,84.64275269
O022,2026-09-06T19:20:37,D6_3_AFTERNOON,3,afternoon,87.75,1.356801051,144.4,144.4,1.4,0.699205899,0.777777778,0,76.03435751
O023,2026-09-06T19:20:58,D6_3_AFTERNOON,3,afternoon,90.25,0.866025404,144.4,144.4,2.4,1.429840706,2,0,90.27211161
O024,2026-09-06T19:21:19,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,3.111111111,5.30199124,4,10,80.24874588
O025,2026-09-06T19:21:45,D6_3_AFTERNOON,3,afternoon,89.66666667,0.492365964,144.4,144.4,3,4.396968653,3.444444444,0,82.63002817
O026,2026-09-06T19:22:06,D6_3_AFTERNOON,3,afternoon,89,0.426401433,144.4,144.4,4.1,5.384133068,5,0,83.86231796
O027,2026-09-06T19:22:28,D6_3_AFTERNOON,3,afternoon,90,0,144.4,144.4,2.444444444,3.244653722,2.625,10,88.91090992
O028,2026-09-06T19:22:53,D6_3_AFTERNOON,3,afternoon,90.09090909,1.513574937,144.4,144.4,6.9,7.475143997,9.555555556,0,93.39568754
O029,2026-09-06T19:23:14,D6_3_AFTERNOON,3,afternoon,89,0,144.4,144.4,3,4.163331999,4.222222222,0,87.78604305
O030,2026-09-06T19:23:36,D6_3_AFTERNOON,3,afternoon,89,0,144.4,144.4,1.9,1.91195072,2,0,87.67610977
O001,2026-09-06T19:50:57,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,4.2,5.202563471,4.666666667,0,94.04006727
O002,2026-09-06T19:51:18,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,4.111111111,6.193634725,5.375,10,94.34022659
O003,2026-09-06T19:51:43,D6_1_AFTERNOON,1,afternoon,84.1,0.316227766,866.7,866.7,5.2,6.908931418,7.666666667,0,94.66401529
O004,2026-09-06T19:52:05,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,1.7,1.159501809,1.222222222,0,94.75151267
O005,2026-09-06T19:52:26,D6_1_AFTERNOON,1,afternoon,84.25,0.452267017,866.7,866.7,1.5,0.707106781,0.888888889,0,94.7813847
O006,2026-09-06T19:52:48,D6_1_AFTERNOON,1,afternoon,84.5,0.522232968,866.7,866.7,1,0,0,0,94.63726767
O007,2026-09-06T19:53:09,D6_1_AFTERNOON,1,afternoon,83.16666667,0.577350269,866.7,866.7,1.2,0.632455532,0.444444444,0,94.84069361
O008,2026-09-06T19:53:31,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,2.2,2.1499354,1.777777778,0,94.61972482
O009,2026-09-06T19:53:52,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,7,15.65602475,12.88888889,0,94.67157713
O010,2026-09-06T19:54:13,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,3.9,5.384133068,6.222222222,0,94.77506386
O011,2026-09-06T19:54:35,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,1.222222222,0.666666667,0.5,10,94.73710919
O012,2026-09-06T19:55:00,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,1.7,2.213594362,1.555555556,0,94.57161572
O013,2026-09-06T19:55:22,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,1.5,0.971825316,0.777777778,0,94.54703157
O014,2026-09-06T19:55:43,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,1,0,0,10,94.75962676
O015,2026-09-06T19:56:08,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,2.111111111,2.420973174,2.5,10,94.60629073
O016,2026-09-06T19:56:33,D6_1_AFTERNOON,1,afternoon,83,0,866.7,866.7,1.2,0.421637021,0.444444444,0,94.59551597
O017,2026-09-06T19:56:55,D6_1_AFTERNOON,1,afternoon,83.33333333,0.651338947,866.7,866.7,1.222222222,0.666666667,0.5,10,94.57728952
O018,2026-09-06T19:57:20,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,1.1,0.316227766,0.222222222,0,94.57676016
O019,2026-09-06T19:57:41,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,1.888888889,1.691481928,1.375,10,94.72892929
O020,2026-09-06T19:58:06,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,1.3,0.948683298,0.666666667,0,94.52579443
O021,2026-09-06T19:58:28,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,6.2,7.786027371,8.222222222,0,94.57084978
O022,2026-09-06T19:58:49,D6_1_AFTERNOON,1,afternoon,80,0,866.7,866.7,1,0,0,0,94.47951732
O023,2026-09-06T19:59:11,D6_1_AFTERNOON,1,afternoon,80,0,866.7,866.7,2.5,4.403281605,3.333333333,0,94.67335734
O024,2026-09-06T19:59:32,D6_1_AFTERNOON,1,afternoon,80,0,866.7,866.7,1.444444444,0.726483157,0.625,10,94.30067128
O025,2026-09-06T19:59:57,D6_1_AFTERNOON,1,afternoon,80,0,866.7,866.7,2,2.645751311,2,10,94.54638758
O026,2026-09-06T20:00:22,D6_1_AFTERNOON,1,afternoon,80,0,866.7,866.7,2.3,4.110960958,2.888888889,0,94.51957871
O027,2026-09-06T20:00:44,D6_1_AFTERNOON,1,afternoon,80,0,866.7,866.7,1.25,0.707106781,0.571428571,20,94.76528557
O028,2026-09-06T20:01:13,D6_1_AFTERNOON,1,afternoon,81.41666667,2.108783938,866.7,866.7,1,0,0,0,94.67236191
O029,2026-09-06T20:01:34,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,2.4,4.427188724,3.111111111,0,94.42758581
O030,2026-09-06T20:01:56,D6_1_AFTERNOON,1,afternoon,84,0,866.7,866.7,3.1,4.581363213,4.555555556,0,94.655451
O001,2026-09-07T07:48:42,D7_1_MORNING,1,morning,85,0,866.7,866.7,4.2,5.996295152,6.111111111,0,93.9061045
O002,2026-09-07T07:49:03,D7_1_MORNING,1,morning,84.08333333,0.288675135,866.7,866.7,14.9,20.05243127,17.55555556,0,93.20892461
O003,2026-09-07T07:49:24,D7_1_MORNING,1,morning,84.16666667,0.389249472,866.7,866.7,1.1,0.316227766,0.222222222,0,91.87312972
O004,2026-09-07T07:49:46,D7_1_MORNING,1,morning,84.07692308,0.277350098,866.7,866.7,1,0,0,0,90.77625535
O005,2026-09-07T07:50:07,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1.9,2.846049894,2,0,94.58175808
O006,2026-09-07T07:50:29,D7_1_MORNING,1,morning,84,0,866.7,866.7,1.2,0.632455532,0.444444444,0,94.7623993
O007,2026-09-07T07:50:50,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,7.6,8.682037651,5.888888889,0,91.83611895
O008,2026-09-07T07:51:11,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1.2,0.632455532,0.444444444,0,93.2686552
O009,2026-09-07T07:51:33,D7_1_MORNING,1,morning,84,0,866.7,866.7,1,0,0,0,94.03123332
O010,2026-09-07T07:51:54,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1.1,0.316227766,0.222222222,0,93.19480016
O011,2026-09-07T07:52:16,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1,0,0,0,92.95918114
O012,2026-09-07T07:52:37,D7_1_MORNING,1,morning,84.69230769,0.480384461,866.7,866.7,1,0,0,0,92.97725344
O013,2026-09-07T07:52:58,D7_1_MORNING,1,morning,84.07692308,0.277350098,866.7,866.7,1.4,0.966091783,0.888888889,0,92.88997442
O014,2026-09-07T07:53:20,D7_1_MORNING,1,morning,84,0,866.7,866.7,1,0,0,0,93.22033942
O015,2026-09-07T07:53:41,D7_1_MORNING,1,morning,84,0,866.7,866.7,1,0,0,0,93.75272112
O016,2026-09-07T07:54:02,D7_1_MORNING,1,morning,84.30769231,0.480384461,866.7,866.7,1,0,0,0,93.77391135
O017,2026-09-07T07:54:23,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1.6,1.577621275,1.222222222,0,94.5912729
O018,2026-09-07T07:54:45,D7_1_MORNING,1,morning,84.07692308,0.277350098,866.7,866.7,1,0,0,0,94.16145566
O019,2026-09-07T07:55:06,D7_1_MORNING,1,morning,84.15384615,0.375533808,866.7,866.7,1.1,0.316227766,0.222222222,0,92.68347385
O020,2026-09-07T07:55:28,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1,0,0,0,93.8173033
O021,2026-09-07T07:55:49,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1.888888889,2.666666667,2,10,94.08223017
O022,2026-09-07T07:56:15,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1,0,0,0,93.40174041
O023,2026-09-07T07:56:36,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1,0,0,0,93.08156597
O024,2026-09-07T07:56:58,D7_1_MORNING,1,morning,84.15384615,0.375533808,866.7,866.7,1,0,0,0,93.42099358
O025,2026-09-07T07:57:19,D7_1_MORNING,1,morning,84.38461538,0.506369684,866.7,866.7,1,0,0,0,93.46997109
O026,2026-09-07T07:57:41,D7_1_MORNING,1,morning,84.23076923,0.43852901,866.7,866.7,1.2,0.632455532,0.444444444,0,94.31929472
O027,2026-09-07T07:58:02,D7_1_MORNING,1,morning,84.30769231,0.480384461,866.7,866.7,1.2,0.421637021,0.444444444,0,93.10206606
O028,2026-09-07T07:58:24,D7_1_MORNING,1,morning,84.15384615,0.375533808,866.7,866.7,1,0,0,0,94.76573036
O029,2026-09-07T07:58:45,D7_1_MORNING,1,morning,84,0,866.7,866.7,1,0,0,0,94.62560639
O030,2026-09-07T07:59:07,D7_1_MORNING,1,morning,84.30769231,0.480384461,866.7,866.7,1.2,0.632455532,0.444444444,0,91.43543403
O001,2026-09-07T09:00:04,D7_3_MORNING,3,morning,89.83333333,1.029857301,144.4,144.4,2,1.699673171,1.444444444,0,83.43772174
O002,2026-09-07T09:00:25,D7_3_MORNING,3,morning,90,0,144.4,144.4,2.4,1.646545205,1.666666667,0,94.32075588
O003,2026-09-07T09:00:47,D7_3_MORNING,3,morning,89.33333333,0.492365964,144.4,144.4,3.222222222,4.867693956,4.625,10,84.02930281
O004,2026-09-07T09:01:12,D7_3_MORNING,3,morning,89.91666667,0.288675135,144.4,144.4,2.6,2.951459149,2.888888889,0,91.98356734
O005,2026-09-07T09:01:33,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.2,0.632455532,0.444444444,0,92.75424063
O006,2026-09-07T09:01:54,D7_3_MORNING,3,morning,89.33333333,0.984731928,144.4,144.4,2,1.658312395,1.5,10,83.63500729
O007,2026-09-07T09:02:19,D7_3_MORNING,3,morning,89.16666667,0.389249472,144.4,144.4,2.666666667,2.121320344,2.75,10,32.81384962
O008,2026-09-07T09:02:44,D7_3_MORNING,3,morning,87.75,1.356801051,144.4,144.4,3.111111111,3.370624736,3.125,10,76.42717366
O009,2026-09-07T09:03:09,D7_3_MORNING,3,morning,89.75,0.452267017,144.4,144.4,1.5,1.08012345,0.666666667,0,92.7866348
O010,2026-09-07T09:03:30,D7_3_MORNING,3,morning,90,0,144.4,144.4,3.2,4.66190233,4,0,93.37416067
O011,2026-09-07T09:03:52,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.5,0.849836586,0.777777778,0,88.20549249
O012,2026-09-07T09:04:13,D7_3_MORNING,3,morning,90,0,144.4,144.4,10.5,16.4062996,11,0,91.75159665
O013,2026-09-07T09:04:34,D7_3_MORNING,3,morning,90,0,144.4,144.4,3.4,3.502380143,3.555555556,0,90.56599312
O014,2026-09-07T09:04:56,D7_3_MORNING,3,morning,90,0,144.4,144.4,2.2,1.686548085,2.222222222,0,90.76571903
O015,2026-09-07T09:05:17,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.9,1.91195072,2,0,90.41695423
O016,2026-09-07T09:05:38,D7_3_MORNING,3,morning,90,0,144.4,144.4,2.3,1.766981104,1.666666667,0,68.32201484
O017,2026-09-07T09:06:00,D7_3_MORNING,3,morning,89.66666667,0.492365964,144.4,144.4,1.5,0.971825316,0.777777778,0,82.53693215
O018,2026-09-07T09:06:21,D7_3_MORNING,3,morning,89.91666667,0.288675135,144.4,144.4,1.9,1.286683938,0.888888889,0,88.19087565
O019,2026-09-07T09:06:43,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.5,1.269295518,1.111111111,0,88.16111948
O020,2026-09-07T09:07:04,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.6,1.0749677,1.333333333,0,88.17387721
O021,2026-09-07T09:07:25,D7_3_MORNING,3,morning,90,0,144.4,144.4,2.2,2.573367875,2.333333333,0,85.28264513
O022,2026-09-07T09:07:47,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.4,0.699205899,0.444444444,0,94.20287734
O023,2026-09-07T09:08:09,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.3,0.483045892,0.111111111,0,89.89285914
O024,2026-09-07T09:08:30,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.2,0.632455532,0.444444444,0,90.56314466
O025,2026-09-07T09:08:51,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.8,1.619327707,1.222222222,0,89.53042164
O026,2026-09-07T09:09:13,D7_3_MORNING,3,morning,90,0,144.4,144.4,1.7,0.948683298,0.888888889,0,89.14662329
O027,2026-09-07T09:09:34,D7_3_MORNING,3,morning,90,0,144.4,144.4,2.4,2.270584849,2.333333333,0,92.42510325
O028,2026-09-07T09:09:56,D7_3_MORNING,3,morning,90,0,144.4,144.4,5.1,5.915140648,7.333333333,0,89.38027838
O029,2026-09-07T09:10:17,D7_3_MORNING,3,morning,90,0,144.4,144.4,11.8,33.45577512,12.22222222,0,92.21425078
O030,2026-09-07T09:10:39,D7_3_MORNING,3,morning,89.75,0.452267017,144.4,144.4,11.2,24.18355732,18.33333333,0,92.43322292
O001,2026-09-07T09:11:16,D7_3_MORNING,2,morning,33.25,4.515126093,13.375,34.75,1309.428571,1365.15089,1428,20,0.104726995
O002,2026-09-07T09:12:20,D7_3_MORNING,2,morning,39,2.860387768,1.083333333,13.54166667,952.1111111,928.6345412,768.75,0,0.104817843
O003,2026-09-07T09:12:36,D7_3_MORNING,2,morning,35.25,1.356801051,1,6.5,,,,,0
O004,2026-09-07T09:13:29,D7_3_MORNING,2,morning,38.5,2.8123106,1.916666667,22.20833333,1032.25,929.0304854,579.7142857,20,0.104811483
O005,2026-09-07T09:13:51,D7_3_MORNING,2,morning,35.5,2.50454133,1.333333333,9.208333333,605.4,342.1741597,466.1111111,0,0.104850764
O006,2026-09-07T09:14:06,D7_3_MORNING,2,morning,33.75,1.356801051,1,8.125,408.9,592.9269114,522.7777778,0,0.104801741
O007,2026-09-07T09:14:21,D7_3_MORNING,2,morning,35.25,1.356801051,1,6.5,358.9,343.4887836,385.6666667,0,0.104768662
O008,2026-09-07T09:14:36,D7_3_MORNING,2,morning,39.75,1.356801051,1,11.91666667,53.8,33.30265255,33.88888889,0,0
O009,2026-09-07T09:14:51,D7_3_MORNING,2,morning,37,2.335496832,1,6.5,208.4444444,330.2223157,141.25,10,0.10473732
O010,2026-09-07T09:15:06,D7_3_MORNING,2,morning,39,0,1.5,10.83333333,116.7,143.1052837,187.1111111,0,0
O011,2026-09-07T09:15:21,D7_3_MORNING,2,morning,37,2.954195784,1.791666667,7.583333333,391.8,634.2251265,281.7777778,0,0.104760079
O012,2026-09-07T09:15:37,D7_3_MORNING,2,morning,35,2.335496832,1,6.5,511.3,410.8460241,473.6666667,0,0.104845218
O013,2026-09-07T09:15:52,D7_3_MORNING,2,morning,35.75,2.701009912,1,6.5,569.4,300.9020512,166.8888889,0,0.104749436
O014,2026-09-07T09:16:07,D7_3_MORNING,2,morning,36,0,1,6.5,1387.8,1078.562809,1053.777778,0,0
O015,2026-09-07T09:16:25,D7_3_MORNING,2,morning,39.5,1.732050808,1,6.5,426.5,233.2605839,232.3333333,0,0.104824056
O016,2026-09-07T09:16:40,D7_3_MORNING,2,morning,37.5,2.393172106,1,6.5,383.1,304.0509643,390.1111111,0,0.104727696
O017,2026-09-07T09:16:55,D7_3_MORNING,2,morning,35.25,1.356801051,1,6.5,1577.1,1092.544375,1182,0,0.104818492
O018,2026-09-07T09:17:16,D7_3_MORNING,2,morning,34,1.477097892,1,10.29166667,290.5,315.4299535,262.2222222,0,0.105660079
O019,2026-09-07T09:17:31,D7_3_MORNING,2,morning,32,3.21926022,1,13,300,270.4366839,228.7777778,0,0.209592253
O020,2026-09-07T09:17:46,D7_3_MORNING,2,morning,31.75,5.344921124,1,10.29166667,,,,,0
O021,2026-09-07T09:18:26,D7_3_MORNING,2,morning,33.75,1.356801051,1.083333333,6.5,674.3,648.3560493,632.1111111,0,0
O022,2026-09-07T09:18:41,D7_3_MORNING,2,morning,29.25,3.646293261,1,6.5,729.9,804.5869126,1018,0,0
O023,2026-09-07T09:18:56,D7_3_MORNING,2,morning,33.75,1.356801051,1,6.5,202,188.1488772,192.25,10,0
O024,2026-09-07T09:19:12,D7_3_MORNING,2,morning,33.5,1.167748416,1,6.5,647.9,490.0996384,668,0,0.104793016
O025,2026-09-07T09:19:44,D7_3_MORNING,2,morning,33.25,2.00567377,1,6.5,122.3,105.9392384,139.3333333,0,0
O026,2026-09-07T09:20:08,D7_3_MORNING,2,morning,34.75,1.544785952,1,6.5,459.9,542.296649,450.7777778,0,0.104711005
O027,2026-09-07T09:20:45,D7_3_MORNING,2,morning,34,1.477097892,1,7.041666667,576.7,358.2249604,375.1111111,0,0
O028,2026-09-07T09:21:11,D7_3_MORNING,2,morning,34,1.477097892,1,6.5,485.7,481.1562578,464.8888889,0,0.104700842
O029,2026-09-07T09:21:41,D7_3_MORNING,2,morning,33.5,2.50454133,1,7.583333333,192.4,173.6332022,253.4444444,0,0
O030,2026-09-07T09:22:10,D7_3_MORNING,2,morning,33.25,0.866025404,1,6.5,340.1,256.8793275,287.5555556,0,0
